"","x"
"4220","1510900251167"
"4221","1510900251171"
"4222","1510900251186"
"4223","1510900251190"
"4224","1510900251203"
"4225","1510900251218"
"4226","1510900251222"
"4227","1510900251294"
"4228","1510900251307"
"4229","1510900251650"
"4230","1510900251665"
"4231","151090025167A"
"4232","1510900251684"
"4233","1510900251699"
"4234","1510900251701"
"4235","1510900251788"
"4236","151090025181A"
"4237","1510900680582"
"4238","151090068060A"
"4239","1510900680667"
"4240","1510900680864"
"4241","1510900680879"
"4242","1510900681063"
"4243","1510900681097"
"4244","151090068110A"
"4245","1510900681114"
"4246","1510900681241"
"4247","1510900681379"
"4248","1510900681434"
"4249","1510900681449"
"4250","1510900681504"
"4251","1510900681519"
"4252","1510900681523"
"4253","1510900681824"
"4254","1510900691311"
"4255","1510900691326"
"4256","1510900691330"
"4257","1510900691345"
"4258","1510900691453"
"4259","1510900691468"
"4260","1510900692023"
"4261","1510900692038"
"4262","1510900721839"
"4263","1511000010066"
"4264","1511000010070"
"4265","1511000010102"
"4266","1511000010117"
"4267","1511000010121"
"4268","1511000010189"
"4269","1511000010193"
"4270","1511000010206"
"4271","151100001023A"
"4272","1511000120085"
"4273","151100012009A"
"4274","1511000120244"
"4275","1511100010059"
"4276","1511100140129"
"4277","1511100260133"
"4278","1511200010126"
"4279","1511200010130"
"4280","1511200010145"
"4281","151120001015A"
"4282","1511200010164"
"4283","1511200010179"
"4284","1511200010200"
"4285","1511200110183"
"4286","1511300010053"
"4287","1511300010068"
"4288","1511300010157"
"4289","1511300280142"
"4290","1511300310119"
"4291","1511300310123"
"4292","1511400010120"
"4293","1511400010239"
"4294","1511400010243"
"4295","1511400010258"
"4296","1511400010262"
"4297","1511500010043"
"4298","1511500010058"
"4299","1511500060081"
"4300","1511500060096"
"4301","1511500060109"
"4302","1511500060113"
"4303","1511600010021"
"4304","1511700010090"
"4305","1511700010103"
"4306","1511800010045"
"4307","1511800010079"
"4308","1511800010083"
"4309","1511800010100"
"4310","1511800010115"
"4311","1511800010134"
"4312","1511800010149"
"4313","1511800010219"
"4314","1511800010223"
"4315","1511800010238"
"4316","1511800010280"
"4317","1511800010312"
"4318","1511800010331"
"4319","1511800010399"
"4320","1511800010401"
"4321","1511800010469"
"4322","1511800010473"
"4323","1511800010488"
"4324","1511800010492"
"4325","1511800010505"
"4326","1511800010558"
"4327","1511800010577"
"4328","1511800010666"
"4329","1511800010670"
"4330","1511800010685"
"4331","151180014037A"
"4332","1511800530153"
"4333","1511800530276"
"4334","1511800530454"
"4335","1511800530581"
"4336","151180058005A"
"4337","1511800580242"
"4338","1511800580257"
"4339","1511800580261"
"4340","1511800590416"
"4341","151180059069A"
"4342","1511800640350"
"4343","1511800640365"
"4344","151180064051A"
"4345","1511800640651"
"4346","1511800640702"
"4347","1511800640717"
"4348","1511800670168"
"4349","1511800670204"
"4350","1511800670543"
"4351","1511800670596"
"4352","1511800750420"
"4353","1511800870435"
"4354","1511800870609"
"4355","1511800870613"
"4356","1511800870628"
"4357","1511801340721"
"4358","1511801340736"
"4359","1511900010080"
"4360","1511900010095"
"4361","1512000010058"
"4362","1512000010062"
"4363","1512000010293"
"4364","1512000010306"
"4365","1512000010310"
"4366","1512000010325"
"4367","1512000010344"
"4368","1512000010378"
"4369","1512000010382"
"4370","1512000010537"
"4371","1512000010541"
"4372","1512000010556"
"4373","1512000010560"
"4374","1512000010575"
"4375","151200001058A"
"4376","1512000010594"
"4377","1512000130397"
"4378","1512000130471"
"4379","1512000140664"
"4380","1512000230626"
"4381","1512000410096"
"4382","1512000410255"
"4383","151200041026A"
"4384","1512000410274"
"4385","1512000410503"
"4386","1512000410518"
"4387","1512000410522"
"4388","151200045040A"
"4389","1512000450611"
"4390","1512000460113"
"4391","1512000460128"
"4392","1512000460132"
"4393","1512000460467"
"4394","1512000540221"
"4395","1512000540359"
"4396","1512000540363"
"4397","1512000560414"
"4398","1512000560433"
"4399","1512000560448"
"4400","1512000560452"
"4401","1512000570429"
"4402","1512001750607"
"4403","1512001980630"
"4404","1512001980645"
"4405","151200204065A"
"4406","1512100010089"
"4407","1512100010093"
"4408","1512100010106"
"4409","1512100010125"
"4410","151210001013A"
"4411","1512100010144"
"4412","1512100010178"
"4413","1512100010182"
"4414","1512100010197"
"4415","151210001020A"
"4416","1512100010229"
"4417","1512100010233"
"4418","1512100010248"
"4419","1512100010252"
"4420","1512100010267"
"4421","1512100010271"
"4422","1512100010303"
"4423","1512100010322"
"4424","1512100010337"
"4425","1512100010356"
"4426","1512100010360"
"4427","1512100010394"
"4428","1512100010407"
"4429","1512100010411"
"4430","1512100010426"
"4431","1512100010430"
"4432","151210001045A"
"4433","1512100010500"
"4434","1512100010515"
"4435","1512100010553"
"4436","1512100010568"
"4437","1512100010591"
"4438","1512100010661"
"4439","1512100010676"
"4440","1512100010680"
"4441","1512100010708"
"4442","1512100010712"
"4443","1512100010727"
"4444","1512100010731"
"4445","1512100010746"
"4446","1512100010750"
"4447","1512100010765"
"4448","151210001077A"
"4449","1512100010784"
"4450","1512100010799"
"4451","1512100010801"
"4452","1512100010816"
"4453","1512100010869"
"4454","1512100010873"
"4455","1512100010888"
"4456","1512100010892"
"4457","1512100010905"
"4458","151210001091A"
"4459","1512100010924"
"4460","1512100010939"
"4461","1512100010943"
"4462","1512100010958"
"4463","1512100010962"
"4464","1512100010977"
"4465","1512100010981"
"4466","1512100010996"
"4467","1512100011000"
"4468","151210001102A"
"4469","1512100011034"
"4470","1512100011049"
"4471","1512100011053"
"4472","1512100011072"
"4473","1512100011087"
"4474","1512100011104"
"4475","1512100011176"
"4476","1512100011180"
"4477","1512100011208"
"4478","1512100011212"
"4479","1512100011231"
"4480","1512100011246"
"4481","1512100011265"
"4482","1512100011284"
"4483","1512100011299"
"4484","1512100011301"
"4485","1512100011316"
"4486","1512100011320"
"4487","1512100011335"
"4488","151210001134A"
"4489","1512100011354"
"4490","1512100011369"
"4491","1512100011373"
"4492","1512100011388"
"4493","1512100011392"
"4494","1512100011405"
"4495","151210001141A"
"4496","1512100011424"
"4497","1512100011443"
"4498","1512100011458"
"4499","1512100011462"
"4500","1512100011477"
"4501","1512100011481"
"4502","1512100011496"
"4503","1512100011509"
"4504","1512100011513"
"4505","1512100011528"
"4506","1512100011532"
"4507","1512100011547"
"4508","1512100011551"
"4509","1512100011566"
"4510","1512100011570"
"4511","1512100011585"
"4512","151210001159A"
"4513","1512100011602"
"4514","1512100011617"
"4515","1512100011636"
"4516","1512100011640"
"4517","1512100011655"
"4518","151210001166A"
"4519","1512100011674"
"4520","1512100011689"
"4521","1512100011693"
"4522","1512100011706"
"4523","1512100011710"
"4524","1512100011725"
"4525","151210001173A"
"4526","1512100011744"
"4527","1512100011759"
"4528","1512100011763"
"4529","1512100011778"
"4530","1512100011782"
"4531","1512100011797"
"4532","151210001180A"
"4533","1512100011814"
"4534","1512100011829"
"4535","1512100011833"
"4536","1512100011848"
"4537","1512100011871"
"4538","1512100011886"
"4539","1512100011890"
"4540","1512100011903"
"4541","1512100011918"
"4542","1512100011922"
"4543","1512100011937"
"4544","1512100011941"
"4545","1512100011956"
"4546","1512100011960"
"4547","1512100011975"
"4548","151210001198A"
"4549","1512100011994"
"4550","1512100012009"
"4551","1512100012013"
"4552","1512100012028"
"4553","1512100012032"
"4554","1512100012047"
"4555","1512100012051"
"4556","1512100012066"
"4557","1512100012070"
"4558","1512100012085"
"4559","151210001209A"
"4560","1512100012102"
"4561","1512100012117"
"4562","1512100012121"
"4563","1512100012136"
"4564","1512100012140"
"4565","1512100012155"
"4566","151210001216A"
"4567","1512100012174"
"4568","1512100012189"
"4569","1512100012193"
"4570","1512100012206"
"4571","1512100012210"
"4572","1512100012225"
"4573","151210001223A"
"4574","1512100012244"
"4575","1512100012259"
"4576","1512100012278"
"4577","1512100012282"
"4578","1512100012297"
"4579","151210001230A"
"4580","1512100012314"
"4581","1512100012333"
"4582","1512100012348"
"4583","1512100012352"
"4584","1512100012367"
"4585","1512100012371"
"4586","1512100012386"
"4587","1512100012403"
"4588","1512100012418"
"4589","1512100012422"
"4590","1512100012437"
"4591","1512100012441"
"4592","1512100012456"
"4593","1512100012460"
"4594","1512100012475"
"4595","151210001248A"
"4596","1512100012494"
"4597","1512100200835"
"4598","1512100201852"
"4599","1512100201867"
"4600","1512100202390"
"4601","1512200010014"
"4602","1512200010029"
"4603","1512200010033"
"4604","1512200010048"
"4605","1512200010052"
"4606","1512200010067"
"4607","1512200010071"
"4608","1512200010086"
"4609","1512200010090"
"4610","1512200010137"
"4611","1512200010141"
"4612","1512200010156"
"4613","1512200010160"
"4614","1512200010175"
"4615","151220001018A"
"4616","1512200010194"
"4617","1512200010207"
"4618","1512200010211"
"4619","1512200010226"
"4620","1512200010230"
"4621","1512200010245"
"4622","151220001025A"
"4623","1512200010264"
"4624","1512200010279"
"4625","1512200010283"
"4626","1512200010300"
"4627","1512200010315"
"4628","151220001032A"
"4629","1512200010334"
"4630","1512200010349"
"4631","1512200010353"
"4632","1512200010368"
"4633","1512200010372"
"4634","1512200010387"
"4635","1512200010391"
"4636","1512200010404"
"4637","1512200010419"
"4638","1512200010423"
"4639","1512200010438"
"4640","1512200010442"
"4641","1512200010457"
"4642","1512200010461"
"4643","1512200010476"
"4644","1512200010480"
"4645","1512200010495"
"4646","1512200010512"
"4647","1512200010527"
"4648","1512200010531"
"4649","1512200010546"
"4650","1512200010550"
"4651","1512200010565"
"4652","151220001057A"
"4653","1512200010584"
"4654","1512200010601"
"4655","1512200010616"
"4656","1512200010620"
"4657","1512200010635"
"4658","151220001064A"
"4659","1512200010654"
"4660","1512200010669"
"4661","1512200010673"
"4662","1512200010688"
"4663","1512200010692"
"4664","1512200010705"
"4665","151220001071A"
"4666","1512200010724"
"4667","1512200010739"
"4668","1512200010743"
"4669","1512200010758"
"4670","1512200010762"
"4671","1512200010777"
"4672","1512200010781"
"4673","1512200010796"
"4674","1512200010809"
"4675","1512200010813"
"4676","1512200010828"
"4677","1512200010832"
"4678","1512200010847"
"4679","1512200010851"
"4680","1512200010866"
"4681","1512200010870"
"4682","1512200010885"
"4683","151220001089A"
"4684","1512200010902"
"4685","1512200010917"
"4686","1512200010921"
"4687","1512200010936"
"4688","1512200010940"
"4689","1512200010955"
"4690","151220001096A"
"4691","1512200010974"
"4692","1512200010989"
"4693","1512200010993"
"4694","1512200011008"
"4695","1512200011027"
"4696","1512200011031"
"4697","1512200011046"
"4698","1512200011050"
"4699","1512200011065"
"4700","151220001107A"
"4701","1512200011084"
"4702","1512200011099"
"4703","1512200011101"
"4704","1512200011116"
"4705","1512200011120"
"4706","1512200011135"
"4707","151220001114A"
"4708","1512200011154"
"4709","1512300010011"
"4710","1512300010026"
"4711","1512300010030"
"4712","1512300010045"
"4713","151230001005A"
"4714","1512300010064"
"4715","1512300010149"
"4716","1512300010153"
"4717","1512300010168"
"4718","1512300010172"
"4719","1512300010187"
"4720","1512400010019"
"4721","1512400540023"
"4722","1512401070038"
"4723","1512500010016"
"4724","1512500010020"
"4725","151250001004A"
"4726","1300100010043"
"4727","1300200010125"
"4728","130020001013A"
"4729","130020001020A"
"4730","1300200070214"
"4731","1300200070229"
"4732","1300200070252"
"4733","1300200130163"
"4734","1300200130178"
"4735","1300200130233"
"4736","1300200130248"
"4737","1300200130267"
"4738","1300200160106"
"4739","1300200160144"
"4740","1300200160159"
"4741","1300200160182"
"4742","1300200160197"
"4743","1300200160271"
"4744","1300300010103"
"4745","1300300010118"
"4746","1300300010122"
"4747","1300300010141"
"4748","1300300010156"
"4749","1300300010160"
"4750","1300300010175"
"4751","130030001018A"
"4752","1300300010211"
"4753","1300300010226"
"4754","130030001025A"
"4755","1300300010264"
"4756","1300300010279"
"4757","1300300010283"
"4758","1300300010300"
"4759","1300300010315"
"4760","130030001032A"
"4761","1300300010334"
"4762","1300300010349"
"4763","1300300010353"
"4764","1300300010368"
"4765","1300300010372"
"4766","1300300050391"
"4767","1300300050404"
"4768","1300300100230"
"4769","1300300100245"
"4770","1300300140387"
"4771","1300400010045"
"4772","130040001005A"
"4773","1300400010064"
"4774","1300400010079"
"4775","1300400010083"
"4776","1300500010112"
"4777","130050001017A"
"4778","1300500010184"
"4779","1300500010199"
"4780","1300500010201"
"4781","1300500010216"
"4782","1300500010220"
"4783","1300500010269"
"4784","1300500010273"
"4785","1300500010358"
"4786","1300500010409"
"4787","1300500010432"
"4788","1300500010447"
"4789","1300500010451"
"4790","1300500010466"
"4791","1300500050235"
"4792","130050005024A"
"4793","1300500050339"
"4794","1300500050377"
"4795","1300500050428"
"4796","1300500050470"
"4797","1300500060076"
"4798","1300500060146"
"4799","1300500060381"
"4800","1300500060396"
"4801","1300600010069"
"4802","1300600010073"
"4803","1300600010088"
"4804","1300700010051"
"4805","1300700010066"
"4806","1300700010070"
"4807","1300700010085"
"4808","130070001009A"
"4809","1300700010102"
"4810","1300800010059"
"4811","1300800010063"
"4812","1300800010097"
"4813","1300800010114"
"4814","1300800010152"
"4815","1300800010167"
"4816","1300800010171"
"4817","1300800010186"
"4818","1300800010190"
"4819","1300800010203"
"4820","1300800010218"
"4821","1300800010237"
"4822","1300800010241"
"4823","1300800010256"
"4824","1300800010260"
"4825","1300800010275"
"4826","130080001028A"
"4827","1300800010294"
"4828","1300800010307"
"4829","1300900010060"
"4830","1300900010126"
"4831","1300900010130"
"4832","1300900010145"
"4833","130090001015A"
"4834","1301000010023"
"4835","1301000010042"
"4836","1301000010165"
"4837","130100001017A"
"4838","1301000020080"
"4839","1301000020095"
"4840","1301000020108"
"4841","1301000020184"
"4842","1301000020199"
"4843","1301000020254"
"4844","1301000020269"
"4845","1301000060273"
"4846","1301000060343"
"4847","1301000060358"
"4848","1301000080288"
"4849","1301000080292"
"4850","1301000080305"
"4851","130100008031A"
"4852","1301100010069"
"4853","1301100010088"
"4854","1301100010092"
"4855","1301200010085"
"4856","1301200010117"
"4857","1301200010121"
"4858","1301200010136"
"4859","1301200010140"
"4860","1301200010155"
"4861","1301300010078"
"4862","1301300010082"
"4863","1301300010133"
"4864","1301300010148"
"4865","1301300060114"
"4866","1301300060129"
"4867","1301300060241"
"4868","1301300100222"
"4869","1301300100237"
"4870","1301300130203"
"4871","1301300130256"
"4872","1301300130260"
"4873","1301400010056"
"4874","1301400010075"
"4875","130140001008A"
"4876","1301400010094"
"4877","1301400010107"
"4878","1301400010111"
"4879","1301400010126"
"4880","1301400010130"
"4881","1301400010145"
"4882","1301400100041"
"4883","1301500010087"
"4884","1301600010050"
"4885","1301600010065"
"4886","1301600010084"
"4887","1301600010099"
"4888","1301600010101"
"4889","1301600010116"
"4890","1301600010120"
"4891","1301600010188"
"4892","1301600010192"
"4893","1301600010309"
"4894","1301600010313"
"4895","1301600210281"
"4896","1301600210296"
"4897","1301600290262"
"4898","1301600290277"
"4899","1301600390328"
"4900","1301600390332"
"4901","1301700010043"
"4902","1301700010058"
"4903","1301700010062"
"4904","1301700010077"
"4905","1301700010081"
"4906","1301800010055"
"4907","130180001006A"
"4908","1301800010074"
"4909","1301900010033"
"4910","1301900010048"
"4911","1301900010052"
"4912","1301900010067"
"4913","1301900010071"
"4914","1302000010068"
"4915","1302000010072"
"4916","1302000010087"
"4917","1302100010050"
"4918","1302100010065"
"4919","130210001007A"
"4920","1302100010084"
"4921","1302100010101"
"4922","1302100010116"
"4923","1302100010135"
"4924","130210001014A"
"4925","1302100010154"
"4926","1302100010169"
"4927","1302100010173"
"4928","1302200010058"
"4929","1302200010062"
"4930","1302200010077"
"4931","1302200010081"
"4932","1302300010036"
"4933","1302300010040"
"4934","130230001006A"
"4935","1302300010074"
"4936","1302300010089"
"4937","1302300120055"
"4938","1302300140093"
"4939","1302300140106"
"4940","1302300140110"
"4941","1302300140125"
"4942","1302300140144"
"4943","1302300140159"
"4944","1302400010052"
"4945","1302400010067"
"4946","1302500010030"
"4947","1302500010064"
"4948","1302500010083"
"4949","1302500010098"
"4950","1302500010100"
"4951","1302500010115"
"4952","130250001012A"
"4953","1302600010023"
"4954","1302700010092"
"4955","1302700010105"
"4956","130270001011A"
"4957","1302700340088"
"4958","1302800010136"
"4959","1302800010189"
"4960","1302800010193"
"4961","1302800010206"
"4962","1302800010210"
"4963","1302800010244"
"4964","1302800010259"
"4965","1302800010263"
"4966","1302800010314"
"4967","1302800010329"
"4968","1302800010437"
"4969","1302800010441"
"4970","1302800010475"
"4971","130280001048A"
"4972","1302800010494"
"4973","1302800010507"
"4974","1302800010526"
"4975","1302800010545"
"4976","130280001055A"
"4977","1302800010583"
"4978","1302800010598"
"4979","130280001062A"
"4980","1302800010634"
"4981","1302800010649"
"4982","1302800010653"
"4983","1302800010668"
"4984","1302800010672"
"4985","1302800230333"
"4986","1302800230348"
"4987","1302800230352"
"4988","1302800230367"
"4989","1302800230390"
"4990","1302800230687"
"4991","1302800420564"
"4992","1302800420579"
"4993","1302800420600"
"4994","1302800420615"
"4995","1302800880456"
"4996","1302800880460"
"4997","1302800880530"
"4998","130290001010A"
"4999","1302900010114"
"5000","1302900010256"
"5001","1302900010260"
"5002","1302900240129"
"5003","1302900240167"
"5004","1302900240190"
"5005","1302900240237"
"5006","1302900240241"
"5007","1302900290148"
"5008","1302900290152"
"5009","1302900290171"
"5010","1302900290218"
"5011","1302900290222"
"5012","1302900290275"
"5013","1302900290294"
"5014","1302900290307"
"5015","1302900290311"
"5016","1303000010083"
"5017","1303000010115"
"5018","1303000010134"
"5019","1303000010172"
"5020","1303000010187"
"5021","1303000010204"
"5022","1303000010219"
"5023","1303000010223"
"5024","1303000010238"
"5025","1303000010242"
"5026","1303000010280"
"5027","1303000010295"
"5028","1303000010327"
"5029","1303000010331"
"5030","1303000010346"
"5031","1303000010350"
"5032","1303000010365"
"5033","130300001037A"
"5034","1303000010384"
"5035","1303000010399"
"5036","1303000350435"
"5037","130300035044A"
"5038","1303000350454"
"5039","1303000480401"
"5040","1303000480416"
"5041","1303000480420"
"5042","1303100010076"
"5043","1303100010080"
"5044","1303100010095"
"5045","1303100010108"
"5046","1303100010112"
"5047","1303100010127"
"5048","1303100010131"
"5049","130320001004A"
"5050","1303200010054"
"5051","1303200010069"
"5052","1303200010073"
"5053","1303200010088"
"5054","1303300010032"
"5055","1303300010047"
"5056","1303300010051"
"5057","1303400010044"
"5058","1303500010037"
"5059","1303600010053"
"5060","1303600010068"
"5061","1303700010154"
"5062","1303700010169"
"5063","1303700010188"
"5064","1303700010192"
"5065","1303800010039"
"5066","1303800010043"
"5067","1303800010058"
"5068","1303900010055"
"5069","130390001006A"
"5070","1303900010074"
"5071","1303900010089"
"5072","1303900010093"
"5073","1303900010106"
"5074","1303900010110"
"5075","1303900010125"
"5076","130390001013A"
"5077","1304000010041"
"5078","1304100010072"
"5079","1304100010087"
"5080","1304100010091"
"5081","1304100010104"
"5082","1304100010138"
"5083","1304100010142"
"5084","1304100010157"
"5085","1304100010161"
"5086","1304100010176"
"5087","1304100010180"
"5088","1304100010195"
"5089","1304100010208"
"5090","1304100010212"
"5091","1304100010227"
"5092","1304100100231"
"5093","1304200010065"
"5094","130420001007A"
"5095","1304200010084"
"5096","1304200010099"
"5097","1304200010101"
"5098","1304300010058"
"5099","1304400010055"
"5100","130440001006A"
"5101","1304500010033"
"5102","1304500010048"
"5103","1304500010052"
"5104","1304600010083"
"5105","1304600010172"
"5106","1304600010276"
"5107","1304600010295"
"5108","1304600010308"
"5109","1304600010312"
"5110","1304600010327"
"5111","1304600040115"
"5112","130460004012A"
"5113","1304600040191"
"5114","1304600040223"
"5115","1304600040238"
"5116","1304600270098"
"5117","1304600270100"
"5118","1304600270242"
"5119","1304600270257"
"5120","1304600270331"
"5121","1304700010061"
"5122","1304700010076"
"5123","1304700010080"
"5124","1304700010095"
"5125","130480001004A"
"5126","1304800010054"
"5127","1304800010069"
"5128","1304800010105"
"5129","130480001011A"
"5130","1304800010124"
"5131","1304800010139"
"5132","1304800010143"
"5133","1304800010158"
"5134","1304800010162"
"5135","1304800010177"
"5136","1304800010196"
"5137","1304800010209"
"5138","1304800010213"
"5139","1304800010228"
"5140","1304800010247"
"5141","1304800010251"
"5142","1304800010285"
"5143","1304800010355"
"5144","130480001036A"
"5145","1304800010389"
"5146","1304800010406"
"5147","1304800010425"
"5148","1304800010444"
"5149","1304800010478"
"5150","1304800010529"
"5151","1304800010548"
"5152","1304800010586"
"5153","1304800010590"
"5154","1304800010603"
"5155","1304800010618"
"5156","1304800010622"
"5157","1304800010694"
"5158","1304800010745"
"5159","130480001075A"
"5160","1304800010764"
"5161","1304800010779"
"5162","1304800010783"
"5163","1304800010815"
"5164","130480001082A"
"5165","1304800010834"
"5166","1304800010849"
"5167","1304800010853"
"5168","1304800010868"
"5169","1304800010872"
"5170","1304800010891"
"5171","1304800010904"
"5172","1304800010919"
"5173","1304800010923"
"5174","1304800010938"
"5175","1304800010942"
"5176","1304800010957"
"5177","1304800010961"
"5178","1304800010976"
"5179","1304800010980"
"5180","1304800010995"
"5181","130480001100A"
"5182","1304800011048"
"5183","1304800011052"
"5184","1304800011067"
"5185","1304800011071"
"5186","1304800011090"
"5187","1304800011118"
"5188","1304800011122"
"5189","1304800011137"
"5190","1304800011156"
"5191","130480001118A"
"5192","1304800011194"
"5193","1304800011245"
"5194","1304800011264"
"5195","1304800011279"
"5196","1304800011283"
"5197","1304800011298"
"5198","1304800011300"
"5199","1304800011315"
"5200","1304800011349"
"5201","1304800011353"
"5202","1304800011372"
"5203","1304800011387"
"5204","1304800011391"
"5205","1304800011404"
"5206","1304800011419"
"5207","1304800011423"
"5208","1304800011438"
"5209","1304800011442"
"5210","1304800011457"
"5211","1304800011476"
"5212","1304800011480"
"5213","1304800011508"
"5214","1304800011512"
"5215","1304800011527"
"5216","1304800011531"
"5217","1304800011546"
"5218","1304800011550"
"5219","1304800011565"
"5220","1304800011599"
"5221","1304800011601"
"5222","1304800011847"
"5223","1304800011917"
"5224","1304800011921"
"5225","1304800011936"
"5226","1304800011940"
"5227","1304800011955"
"5228","130480001196A"
"5229","1304800011974"
"5230","1304800011989"
"5231","1304800011993"
"5232","1304800012008"
"5233","1304800012031"
"5234","1304800012046"
"5235","1304800012050"
"5236","1304800012101"
"5237","1304800012116"
"5238","1304800012120"
"5239","1304800012135"
"5240","130480001214A"
"5241","1304800012154"
"5242","1304800012169"
"5243","1304800012173"
"5244","1304800012188"
"5245","1304800012192"
"5246","1304800012239"
"5247","1304800012243"
"5248","1304800012258"
"5249","1304800012262"
"5250","1304800012313"
"5251","1304800012328"
"5252","1304800012332"
"5253","1304800012347"
"5254","1304800012351"
"5255","1304800012366"
"5256","1304800012370"
"5257","1304800012385"
"5258","130480001239A"
"5259","1304800012402"
"5260","1304800012417"
"5261","1304800012421"
"5262","1304800012436"
"5263","1304800012440"
"5264","1304800012455"
"5265","130480001246A"
"5266","1304800012474"
"5267","1304800012489"
"5268","1304800012493"
"5269","1304800012506"
"5270","1304800012510"
"5271","1304800012525"
"5272","130480001253A"
"5273","1304800012544"
"5274","1304800012559"
"5275","1304800012563"
"5276","1304800012578"
"5277","1304800012582"
"5278","130480001260A"
"5279","1304800012614"
"5280","1304800012629"
"5281","1304800012633"
"5282","1304800012648"
"5283","1304800012652"
"5284","1304800012667"
"5285","1304800012722"
"5286","1304800012737"
"5287","1304800012741"
"5288","1304800012756"
"5289","1304800012760"
"5290","1304800012775"
"5291","130480001278A"
"5292","1304800012794"
"5293","1304800012807"
"5294","1304800012811"
"5295","1304800012826"
"5296","1304800012830"
"5297","1304800012845"
"5298","130480001285A"
"5299","1304800012864"
"5300","1304800012883"
"5301","1304801532898"
"5302","1304801532900"
"5303","1304801582686"
"5304","1304801582690"
"5305","1304801582703"
"5306","1304801582718"
"5307","1304900010047"
"5308","1304900010051"
"5309","1304900010066"
"5310","1304900010070"
"5311","1304900010085"
"5312","1305000010048"
"5313","1305000010052"
"5314","1305000010067"
"5315","1305000010071"
"5316","1305000010090"
"5317","1305000010103"
"5318","1305000010137"
"5319","1305100010153"
"5320","1305100010168"
"5321","1305100010187"
"5322","1305100010191"
"5323","1305100010204"
"5324","1305100010581"
"5325","1305100011005"
"5326","1305100041077"
"5327","1305100041109"
"5328","1305100101113"
"5329","1305100101128"
"5330","1305100121132"
"5331","1305100141147"
"5332","1305100141151"
"5333","1305100201170"
"5334","1305100231185"
"5335","130510026119A"
"5336","1305100270666"
"5337","1305100270670"
"5338","1305100270685"
"5339","130510027069A"
"5340","1305100270702"
"5341","1305100270717"
"5342","1305100270721"
"5343","1305100270736"
"5344","1305100270929"
"5345","1305100270933"
"5346","1305100270948"
"5347","1305100270952"
"5348","1305100270967"
"5349","130510027101A"
"5350","1305100271062"
"5351","1305100271081"
"5352","1305100271096"
"5353","1305100291202"
"5354","1305100541217"
"5355","1305100551221"
"5356","1305100591927"
"5357","1305100601236"
"5358","1305100631240"
"5359","1305100631255"
"5360","130510063126A"
"5361","130510078165A"
"5362","1305100781664"
"5363","1305100781679"
"5364","1305100831931"
"5365","1305100831946"
"5366","1305100831950"
"5367","1305100901274"
"5368","1305100911289"
"5369","1305100921683"
"5370","1305100931293"
"5371","1305100931306"
"5372","1305100941310"
"5373","1305100951698"
"5374","1305100961700"
"5375","1305100971325"
"5376","1305100981715"
"5377","130510099172A"
"5378","130510100133A"
"5379","1305101011344"
"5380","1305101011359"
"5381","1305101021363"
"5382","1305101031378"
"5383","1305101041382"
"5384","1305101051397"
"5385","1305101061734"
"5386","130510107140A"
"5387","1305101081414"
"5388","1305101091429"
"5389","1305101101749"
"5390","1305101111753"
"5391","1305101121433"
"5392","1305101131448"
"5393","1305101141452"
"5394","1305101151768"
"5395","1305101161772"
"5396","1305101171787"
"5397","1305101181166"
"5398","1305101191467"
"5399","1305101201471"
"5400","1305101211486"
"5401","1305101221791"
"5402","1305101231804"
"5403","1305101241490"
"5404","1305101251819"
"5405","1305101261823"
"5406","1305101271838"
"5407","1305101281503"
"5408","1305101291518"
"5409","1305101301842"
"5410","1305101311857"
"5411","1305101321861"
"5412","1305101331522"
"5413","1305101341876"
"5414","1305101351537"
"5415","1305101361541"
"5416","1305101371556"
"5417","1305101381880"
"5418","1305101391560"
"5419","1305101391575"
"5420","130510139158A"
"5421","1305101401594"
"5422","1305101411895"
"5423","1305101421908"
"5424","1305101431607"
"5425","1305101441611"
"5426","1305101451912"
"5427","1305101461626"
"5428","1305101471630"
"5429","1305101471645"
"5430","1305200010095"
"5431","1305200010108"
"5432","1305200010112"
"5433","1305200010235"
"5434","130520001024A"
"5435","1305200010254"
"5436","1305200010269"
"5437","1305200010273"
"5438","1305200010288"
"5439","1305200010292"
"5440","1305200010305"
"5441","130520019031A"
"5442","1305200190324"
"5443","1305300010073"
"5444","1305300010088"
"5445","1305300010092"
"5446","1305300010105"
"5447","130530001011A"
"5448","1305400010047"
"5449","1305400190102"
"5450","1305400320136"
"5451","1305400320140"
"5452","1305500010063"
"5453","1305500010097"
"5454","130550001010A"
"5455","1305500010133"
"5456","1305500010148"
"5457","1305600010037"
"5458","1305600010075"
"5459","130560001008A"
"5460","1305600010107"
"5461","1305600010111"
"5462","1305600010126"
"5463","1305600010183"
"5464","1305600010200"
"5465","1305600010215"
"5466","130560001022A"
"5467","1305600010234"
"5468","1305600010249"
"5469","1305600010287"
"5470","1305600010291"
"5471","1305600010304"
"5472","1305600050164"
"5473","1305600050179"
"5474","1305600360253"
"5475","1305600360268"
"5476","1305600360272"
"5477","1305700010072"
"5478","1305700010087"
"5479","1305700010091"
"5480","1305700010104"
"5481","1305800010065"
"5482","130580001007A"
"5483","1305800010101"
"5484","1305800010116"
"5485","1305800010120"
"5486","1305800010135"
"5487","1305900010039"
"5488","1305900010109"
"5489","1305900010113"
"5490","1305900010128"
"5491","1305900010132"
